CustomerID,CustomerSegment,CardVariant,City,State
C004511,Affluent,Membership Rewards,Ahmedabad,Gujarat
C004513,Mass Affluent,Membership Rewards,Bengaluru,Karnataka
C004517,Premium,Gold,Bengaluru,Karnataka
C004518,Affluent,Travel Platinum,Pune,Maharashtra
C004520,Affluent,Gold,Bengaluru,Karnataka
C004523,Affluent,Platinum,Ahmedabad,Gujarat
C004524,Affluent,Corporate,Hyderabad,Telangana
C004525,Upper Middle,Gold,Mumbai,Maharashtra
C004527,Premium,Platinum,Bengaluru,Karnataka
C004528,Affluent,Gold,Mumbai,Maharashtra
C004529,Premium,Travel Platinum,Bengaluru,Karnataka
C004530,Affluent,SmartEarn,Jaipur,Rajasthan
C004531,Affluent,Membership Rewards,Pune,Maharashtra
C004532,Affluent,Platinum,Hyderabad,Telangana
C004533,Premium,SmartEarn,Delhi,Delhi
C004536,Premium,Gold,Pune,Maharashtra
C004540,Upper Middle,Corporate,Mumbai,Maharashtra
C004541,Premium,Platinum,Chennai,Tamil Nadu
C004544,Affluent,Gold,Hyderabad,Telangana
C004545,Premium,Gold,Mumbai,Maharashtra
C004547,Premium,SmartEarn,Bengaluru,Karnataka
C004549,Premium,Gold,Bengaluru,Karnataka
C004550,Affluent,Gold,Mumbai,Maharashtra
C004552,Affluent,SmartEarn,Hyderabad,Telangana
C004554,Upper Middle,Travel Platinum,Delhi,Delhi
C004555,Affluent,Platinum,Kolkata,West Bengal
C004560,Upper Middle,Membership Rewards,Gurugram,Haryana
C004562,Affluent,Membership Rewards,Chennai,Tamil Nadu
C004563,Affluent,Membership Rewards,Jaipur,Rajasthan
C004566,Upper Middle,Platinum,Gurugram,Haryana
C004568,Affluent,Platinum,Pune,Maharashtra
C004570,Affluent,SmartEarn,Chennai,Tamil Nadu
C004571,Affluent,SmartEarn,Mumbai,Maharashtra
C004572,Affluent,Membership Rewards,Kolkata,West Bengal
C004573,Affluent,SmartEarn,Bengaluru,Karnataka
C004574,Affluent,Membership Rewards,Gurugram,Haryana
C004576,Affluent,Platinum,Delhi,Delhi
C004577,Affluent,Membership Rewards,Delhi,Delhi
C004579,Premium,Membership Rewards,Delhi,Delhi
C004582,Premium,Membership Rewards,Mumbai,Maharashtra
C004584,Premium,Gold,Jaipur,Rajasthan
C004585,Premium,Gold,Bengaluru,Karnataka
C004589,Premium,Corporate,Bengaluru,Karnataka
C004590,Premium,Platinum,Delhi,Delhi
C004591,Upper Middle,Gold,Mumbai,Maharashtra
C004593,Mass Affluent,SmartEarn,Gurugram,Haryana
C004594,Affluent,Platinum,Bengaluru,Karnataka
C004595,Affluent,Travel Platinum,Mumbai,Maharashtra
C004597,Affluent,SmartEarn,Delhi,Delhi
C004598,Premium,Membership Rewards,Delhi,Delhi
C004599,Premium,Travel Platinum,Pune,Maharashtra
C004601,Affluent,SmartEarn,Delhi,Delhi
C004604,Premium,Travel Platinum,Delhi,Delhi
C004605,Premium,Membership Rewards,Gurugram,Haryana
C004606,Affluent,SmartEarn,Delhi,Delhi
C004608,Affluent,Corporate,Bengaluru,Karnataka
C004610,Affluent,Membership Rewards,Hyderabad,Telangana
C004613,Premium,Platinum,Mumbai,Maharashtra
C004614,Affluent,Platinum,Gurugram,Haryana
C004616,Premium,Membership Rewards,Bengaluru,Karnataka
C004617,Premium,Membership Rewards,Mumbai,Maharashtra
C004619,Premium,Gold,Bengaluru,Karnataka
C004620,Premium,Platinum,Delhi,Delhi
C004622,Affluent,Platinum,Pune,Maharashtra
C004623,Affluent,Membership Rewards,Delhi,Delhi
C004624,Mass Affluent,Travel Platinum,Ahmedabad,Gujarat
C004625,Affluent,Membership Rewards,Kolkata,West Bengal
C004627,Upper Middle,SmartEarn,Bengaluru,Karnataka
C004630,Affluent,Membership Rewards,Kolkata,West Bengal
C004632,Premium,Membership Rewards,Mumbai,Maharashtra
C004633,Upper Middle,Gold,Mumbai,Maharashtra
C004634,Premium,Platinum,Bengaluru,Karnataka
C004635,Upper Middle,Membership Rewards,Mumbai,Maharashtra
C004637,Premium,SmartEarn,Kolkata,West Bengal
C004638,Premium,Corporate,Kolkata,West Bengal
C004643,Affluent,Travel Platinum,Mumbai,Maharashtra
C004647,Premium,SmartEarn,Hyderabad,Telangana
C004654,Premium,Travel Platinum,Bengaluru,Karnataka
C004656,Affluent,Platinum,Gurugram,Haryana
C004657,Premium,Gold,Mumbai,Maharashtra
C004660,Premium,Membership Rewards,Mumbai,Maharashtra
C004661,Affluent,Travel Platinum,Delhi,Delhi
C004662,Premium,Platinum,Jaipur,Rajasthan
C004665,Upper Middle,Travel Platinum,Hyderabad,Telangana
C004669,Upper Middle,SmartEarn,Bengaluru,Karnataka
C004671,Premium,Platinum,Chennai,Tamil Nadu
C004673,Affluent,Gold,Pune,Maharashtra
C004674,Affluent,Membership Rewards,Bengaluru,Karnataka
C004675,Upper Middle,Membership Rewards,Delhi,Delhi
C004679,Affluent,SmartEarn,Delhi,Delhi
C004680,Upper Middle,Gold,Mumbai,Maharashtra
C004684,Premium,Gold,Mumbai,Maharashtra
C004686,Upper Middle,SmartEarn,Gurugram,Haryana
C004687,Affluent,Gold,Hyderabad,Telangana
C004688,Premium,SmartEarn,Gurugram,Haryana
C004690,Affluent,Platinum,Bengaluru,Karnataka
C004691,Affluent,Membership Rewards,Mumbai,Maharashtra
C004692,Mass Affluent,Platinum,Bengaluru,Karnataka
C004693,Affluent,Platinum,Mumbai,Maharashtra
C004694,Upper Middle,Gold,Delhi,Delhi
C004695,Premium,Membership Rewards,Delhi,Delhi
C004697,Affluent,Platinum,Bengaluru,Karnataka
C004704,Mass Affluent,Corporate,Bengaluru,Karnataka
C004706,Affluent,Gold,Jaipur,Rajasthan
C004710,Mass Affluent,Gold,Gurugram,Haryana
C004711,Premium,Gold,Hyderabad,Telangana
C004712,Affluent,Platinum,Mumbai,Maharashtra
C004713,Affluent,Membership Rewards,Delhi,Delhi
C004715,Upper Middle,Travel Platinum,Delhi,Delhi
C004720,Premium,Platinum,Hyderabad,Telangana
C004723,Affluent,SmartEarn,Chennai,Tamil Nadu
C004724,Premium,Platinum,Ahmedabad,Gujarat
C004726,Premium,Membership Rewards,Chennai,Tamil Nadu
C004727,Premium,Platinum,Mumbai,Maharashtra
C004728,Upper Middle,SmartEarn,Pune,Maharashtra
C004730,Affluent,Corporate,Bengaluru,Karnataka
C004732,Upper Middle,Corporate,Bengaluru,Karnataka
C004733,Mass Affluent,SmartEarn,Hyderabad,Telangana
C004738,Affluent,Gold,Mumbai,Maharashtra
C004740,Affluent,Corporate,Mumbai,Maharashtra
C004743,Mass Affluent,SmartEarn,Jaipur,Rajasthan
C004746,Upper Middle,SmartEarn,Mumbai,Maharashtra
C004747,Mass Affluent,Gold,Pune,Maharashtra
C004753,Affluent,Gold,Chennai,Tamil Nadu
C004755,Premium,SmartEarn,Jaipur,Rajasthan
C004758,Affluent,Gold,Gurugram,Haryana
C004759,Mass Affluent,Corporate,Chennai,Tamil Nadu
C004760,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C004761,Affluent,SmartEarn,Delhi,Delhi
C004762,Upper Middle,Platinum,Mumbai,Maharashtra
C004763,Mass Affluent,Gold,Hyderabad,Telangana
C004767,Affluent,Platinum,Ahmedabad,Gujarat
C004770,Premium,Platinum,Mumbai,Maharashtra
C004771,Premium,Gold,Mumbai,Maharashtra
C004772,Premium,Platinum,Delhi,Delhi
C004773,Premium,Travel Platinum,Hyderabad,Telangana
C004777,Upper Middle,Gold,Delhi,Delhi
C004779,Affluent,Gold,Chennai,Tamil Nadu
C004781,Affluent,Gold,Hyderabad,Telangana
C004784,Upper Middle,SmartEarn,Bengaluru,Karnataka
C004788,Affluent,Gold,Bengaluru,Karnataka
C004789,Affluent,SmartEarn,Chennai,Tamil Nadu
C004792,Affluent,Platinum,Kolkata,West Bengal
C004795,Affluent,Platinum,Ahmedabad,Gujarat
C004800,Premium,Platinum,Bengaluru,Karnataka
C004801,Affluent,Platinum,Mumbai,Maharashtra
C004802,Affluent,SmartEarn,Mumbai,Maharashtra
C004803,Upper Middle,SmartEarn,Mumbai,Maharashtra
C004806,Premium,SmartEarn,Mumbai,Maharashtra
C004812,Affluent,Corporate,Mumbai,Maharashtra
C004813,Upper Middle,SmartEarn,Mumbai,Maharashtra
C004817,Upper Middle,Gold,Delhi,Delhi
C004819,Premium,SmartEarn,Delhi,Delhi
C004820,Premium,Membership Rewards,Delhi,Delhi
C004821,Mass Affluent,Travel Platinum,Mumbai,Maharashtra
C004822,Affluent,Travel Platinum,Mumbai,Maharashtra
C004823,Premium,Travel Platinum,Pune,Maharashtra
C004826,Upper Middle,Corporate,Kolkata,West Bengal
C004828,Upper Middle,Platinum,Bengaluru,Karnataka
C004829,Upper Middle,SmartEarn,Chennai,Tamil Nadu
C004830,Premium,Platinum,Mumbai,Maharashtra
C004831,Premium,Gold,Mumbai,Maharashtra
C004835,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C004837,Premium,Membership Rewards,Jaipur,Rajasthan
C004838,Upper Middle,SmartEarn,Chennai,Tamil Nadu
C004839,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C004842,Upper Middle,Platinum,Delhi,Delhi
C004843,Affluent,Gold,Delhi,Delhi
C004844,Affluent,Membership Rewards,Chennai,Tamil Nadu
C004847,Upper Middle,Travel Platinum,Chennai,Tamil Nadu
C004850,Premium,Membership Rewards,Bengaluru,Karnataka
C004853,Premium,Corporate,Bengaluru,Karnataka
C004854,Upper Middle,Platinum,Pune,Maharashtra
C004857,Affluent,Gold,Mumbai,Maharashtra
C004859,Affluent,Gold,Delhi,Delhi
C004860,Premium,Membership Rewards,Chennai,Tamil Nadu
C004861,Mass Affluent,Membership Rewards,Pune,Maharashtra
C004862,Mass Affluent,Membership Rewards,Mumbai,Maharashtra
C004863,Mass Affluent,Membership Rewards,Mumbai,Maharashtra
C004864,Premium,SmartEarn,Hyderabad,Telangana
C004865,Premium,Membership Rewards,Mumbai,Maharashtra
C004866,Affluent,Corporate,Hyderabad,Telangana
C004867,Premium,Membership Rewards,Chennai,Tamil Nadu
C004868,Affluent,Gold,Mumbai,Maharashtra
C004870,Premium,Gold,Mumbai,Maharashtra
C004877,Upper Middle,Platinum,Delhi,Delhi
C004879,Premium,Gold,Bengaluru,Karnataka
C004880,Affluent,Platinum,Bengaluru,Karnataka
C004885,Affluent,Travel Platinum,Bengaluru,Karnataka
C004887,Premium,Platinum,Bengaluru,Karnataka
C004893,Upper Middle,Membership Rewards,Kolkata,West Bengal
C004894,Upper Middle,Platinum,Mumbai,Maharashtra
C004896,Premium,Gold,Delhi,Delhi
C004897,Upper Middle,Membership Rewards,Delhi,Delhi
C004898,Upper Middle,Platinum,Pune,Maharashtra
C004900,Upper Middle,Gold,Bengaluru,Karnataka
C004904,Affluent,Travel Platinum,Bengaluru,Karnataka
C004905,Affluent,Membership Rewards,Bengaluru,Karnataka
C004906,Affluent,SmartEarn,Mumbai,Maharashtra
C004910,Premium,Gold,Kolkata,West Bengal
C004911,Premium,Membership Rewards,Mumbai,Maharashtra
C004914,Premium,SmartEarn,Pune,Maharashtra
C004916,Affluent,Corporate,Mumbai,Maharashtra
C004918,Upper Middle,Platinum,Hyderabad,Telangana
C004920,Premium,Platinum,Hyderabad,Telangana
C004921,Affluent,Gold,Mumbai,Maharashtra
C004922,Affluent,Membership Rewards,Bengaluru,Karnataka
C004926,Upper Middle,Corporate,Bengaluru,Karnataka
C004928,Affluent,Platinum,Chennai,Tamil Nadu
C004929,Upper Middle,Gold,Mumbai,Maharashtra
C004935,Affluent,SmartEarn,Bengaluru,Karnataka
C004939,Affluent,Platinum,Mumbai,Maharashtra
C004942,Premium,Travel Platinum,Mumbai,Maharashtra
C004946,Affluent,Travel Platinum,Pune,Maharashtra
C004948,Premium,Platinum,Bengaluru,Karnataka
C004950,Affluent,SmartEarn,Delhi,Delhi
C004952,Upper Middle,SmartEarn,Delhi,Delhi
C004953,Affluent,SmartEarn,Delhi,Delhi
C004956,Premium,Corporate,Chennai,Tamil Nadu
C004958,Premium,Corporate,Mumbai,Maharashtra
C004959,Affluent,Membership Rewards,Hyderabad,Telangana
C004961,Mass Affluent,Travel Platinum,Mumbai,Maharashtra
C004964,Premium,SmartEarn,Bengaluru,Karnataka
C004967,Upper Middle,Platinum,Gurugram,Haryana
C004972,Mass Affluent,Travel Platinum,Mumbai,Maharashtra
C004974,Mass Affluent,Membership Rewards,Bengaluru,Karnataka
C004975,Premium,Membership Rewards,Delhi,Delhi
C004977,Upper Middle,SmartEarn,Chennai,Tamil Nadu
C004980,Mass Affluent,Membership Rewards,Mumbai,Maharashtra
C004983,Premium,Gold,Hyderabad,Telangana
C004984,Upper Middle,Corporate,Gurugram,Haryana
C004988,Premium,Gold,Pune,Maharashtra
C004989,Premium,Platinum,Kolkata,West Bengal
C004990,Affluent,Gold,Ahmedabad,Gujarat
C004992,Affluent,Platinum,Kolkata,West Bengal
C004994,Upper Middle,Gold,Hyderabad,Telangana
C004999,Premium,Gold,Chennai,Tamil Nadu
C005000,Premium,Gold,Bengaluru,Karnataka
C005001,Premium,Platinum,Delhi,Delhi
C005003,Affluent,Platinum,Bengaluru,Karnataka
C005005,Affluent,Travel Platinum,Mumbai,Maharashtra
C005006,Affluent,SmartEarn,Mumbai,Maharashtra
C005007,Affluent,Membership Rewards,Bengaluru,Karnataka
C005009,Affluent,Gold,Hyderabad,Telangana
C005010,Affluent,Gold,Hyderabad,Telangana
C005012,Mass Affluent,Membership Rewards,Hyderabad,Telangana
C005013,Premium,Membership Rewards,Pune,Maharashtra
C005016,Affluent,Gold,Bengaluru,Karnataka
C005017,Premium,Corporate,Pune,Maharashtra
C005018,Premium,Membership Rewards,Chennai,Tamil Nadu
C005021,Premium,Platinum,Mumbai,Maharashtra
C005022,Affluent,Travel Platinum,Kolkata,West Bengal
C005026,Upper Middle,Gold,Ahmedabad,Gujarat
C005029,Premium,Platinum,Pune,Maharashtra
C005030,Premium,Membership Rewards,Bengaluru,Karnataka
C005032,Affluent,Gold,Mumbai,Maharashtra
C005035,Premium,Membership Rewards,Delhi,Delhi
C005036,Mass Affluent,Corporate,Delhi,Delhi
C005038,Premium,Platinum,Kolkata,West Bengal
C005042,Affluent,Membership Rewards,Delhi,Delhi
C005048,Premium,Travel Platinum,Hyderabad,Telangana
C005049,Premium,Membership Rewards,Gurugram,Haryana
C005050,Premium,Membership Rewards,Mumbai,Maharashtra
C005051,Affluent,Travel Platinum,Mumbai,Maharashtra
C005053,Affluent,Gold,Delhi,Delhi
C005056,Affluent,SmartEarn,Chennai,Tamil Nadu
C005058,Affluent,SmartEarn,Chennai,Tamil Nadu
C005059,Affluent,SmartEarn,Delhi,Delhi
C005061,Premium,Gold,Bengaluru,Karnataka
C005063,Premium,Gold,Mumbai,Maharashtra
C005065,Affluent,Platinum,Bengaluru,Karnataka
C005070,Affluent,Gold,Bengaluru,Karnataka
C005071,Affluent,Gold,Bengaluru,Karnataka
C005078,Affluent,Travel Platinum,Mumbai,Maharashtra
C005079,Premium,Platinum,Pune,Maharashtra
C005081,Affluent,Gold,Delhi,Delhi
C005083,Affluent,Membership Rewards,Delhi,Delhi
C005086,Affluent,Gold,Gurugram,Haryana
C005087,Premium,Platinum,Mumbai,Maharashtra
C005089,Upper Middle,Membership Rewards,Hyderabad,Telangana
C005091,Premium,Membership Rewards,Mumbai,Maharashtra
C005093,Affluent,Gold,Mumbai,Maharashtra
C005094,Upper Middle,Gold,Ahmedabad,Gujarat
C005096,Premium,Membership Rewards,Gurugram,Haryana
C005097,Upper Middle,Gold,Gurugram,Haryana
C005098,Affluent,Gold,Delhi,Delhi
C005099,Premium,Gold,Jaipur,Rajasthan
C005100,Premium,SmartEarn,Bengaluru,Karnataka
C005102,Premium,Membership Rewards,Hyderabad,Telangana
C005103,Premium,Membership Rewards,Delhi,Delhi
C005104,Affluent,Gold,Mumbai,Maharashtra
C005113,Premium,Gold,Bengaluru,Karnataka
C005115,Affluent,Travel Platinum,Jaipur,Rajasthan
C005117,Upper Middle,Gold,Hyderabad,Telangana
C005119,Upper Middle,SmartEarn,Hyderabad,Telangana
C005122,Premium,Travel Platinum,Delhi,Delhi
C005124,Premium,Platinum,Hyderabad,Telangana
C005126,Premium,Corporate,Mumbai,Maharashtra
C005127,Affluent,Corporate,Gurugram,Haryana
C005131,Premium,Membership Rewards,Bengaluru,Karnataka
C005133,Affluent,Corporate,Kolkata,West Bengal
C005135,Upper Middle,Membership Rewards,Delhi,Delhi
C005140,Affluent,Membership Rewards,Pune,Maharashtra
C005143,Premium,SmartEarn,Mumbai,Maharashtra
C005144,Affluent,Platinum,Chennai,Tamil Nadu
C005145,Premium,Corporate,Bengaluru,Karnataka
C005147,Affluent,SmartEarn,Bengaluru,Karnataka
C005148,Premium,Gold,Mumbai,Maharashtra
C005149,Affluent,Corporate,Delhi,Delhi
C005150,Premium,Membership Rewards,Bengaluru,Karnataka
C005151,Affluent,Membership Rewards,Mumbai,Maharashtra
C005153,Premium,Membership Rewards,Mumbai,Maharashtra
C005155,Premium,Platinum,Chennai,Tamil Nadu
C005156,Affluent,Membership Rewards,Chennai,Tamil Nadu
C005158,Affluent,SmartEarn,Pune,Maharashtra
C005164,Premium,Platinum,Bengaluru,Karnataka
C005165,Upper Middle,Platinum,Mumbai,Maharashtra
C005166,Premium,Membership Rewards,Chennai,Tamil Nadu
C005167,Affluent,Membership Rewards,Hyderabad,Telangana
C005168,Premium,SmartEarn,Chennai,Tamil Nadu
C005169,Affluent,Gold,Ahmedabad,Gujarat
C005173,Affluent,Gold,Delhi,Delhi
C005175,Affluent,Gold,Pune,Maharashtra
C005178,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C005179,Premium,Gold,Kolkata,West Bengal
C005180,Premium,SmartEarn,Mumbai,Maharashtra
C005181,Affluent,Gold,Kolkata,West Bengal
C005182,Premium,Travel Platinum,Bengaluru,Karnataka
C005183,Affluent,Membership Rewards,Delhi,Delhi
C005184,Affluent,Membership Rewards,Delhi,Delhi
C005185,Mass Affluent,Platinum,Pune,Maharashtra
C005189,Affluent,Gold,Bengaluru,Karnataka
C005190,Affluent,SmartEarn,Delhi,Delhi
C005191,Upper Middle,Gold,Hyderabad,Telangana
C005193,Mass Affluent,SmartEarn,Chennai,Tamil Nadu
C005196,Affluent,Membership Rewards,Mumbai,Maharashtra
C005198,Premium,SmartEarn,Gurugram,Haryana
C005204,Affluent,Platinum,Delhi,Delhi
C005205,Upper Middle,Corporate,Mumbai,Maharashtra
C005208,Upper Middle,Gold,Mumbai,Maharashtra
C005211,Upper Middle,Corporate,Hyderabad,Telangana
C005213,Affluent,Travel Platinum,Hyderabad,Telangana
C005215,Premium,Gold,Kolkata,West Bengal
C005217,Premium,Gold,Mumbai,Maharashtra
C005218,Affluent,Membership Rewards,Delhi,Delhi
C005220,Premium,Platinum,Bengaluru,Karnataka
C005223,Premium,SmartEarn,Delhi,Delhi
C005224,Premium,Travel Platinum,Kolkata,West Bengal
C005225,Premium,Gold,Delhi,Delhi
C005228,Upper Middle,Gold,Hyderabad,Telangana
C005230,Affluent,SmartEarn,Mumbai,Maharashtra
C005234,Mass Affluent,Gold,Mumbai,Maharashtra
C005236,Upper Middle,Corporate,Mumbai,Maharashtra
C005240,Affluent,SmartEarn,Mumbai,Maharashtra
C005241,Affluent,Corporate,Mumbai,Maharashtra
C005243,Upper Middle,SmartEarn,Delhi,Delhi
C005244,Affluent,Platinum,Gurugram,Haryana
C005245,Premium,Platinum,Bengaluru,Karnataka
C005248,Upper Middle,Membership Rewards,Chennai,Tamil Nadu
C005252,Premium,Platinum,Chennai,Tamil Nadu
C005254,Mass Affluent,Travel Platinum,Hyderabad,Telangana
C005257,Premium,Corporate,Delhi,Delhi
C005258,Affluent,SmartEarn,Mumbai,Maharashtra
C005259,Upper Middle,Platinum,Bengaluru,Karnataka
C005260,Affluent,SmartEarn,Mumbai,Maharashtra
C005263,Affluent,Platinum,Bengaluru,Karnataka
C005267,Upper Middle,Platinum,Bengaluru,Karnataka
C005269,Premium,Membership Rewards,Ahmedabad,Gujarat
C005273,Affluent,SmartEarn,Bengaluru,Karnataka
C005274,Premium,Membership Rewards,Delhi,Delhi
C005275,Premium,Membership Rewards,Bengaluru,Karnataka
C005276,Affluent,SmartEarn,Delhi,Delhi
C005278,Mass Affluent,Travel Platinum,Kolkata,West Bengal
C005283,Mass Affluent,Membership Rewards,Bengaluru,Karnataka
C005285,Premium,Gold,Mumbai,Maharashtra
C005286,Mass Affluent,Gold,Mumbai,Maharashtra
C005288,Mass Affluent,Travel Platinum,Hyderabad,Telangana
C005291,Mass Affluent,SmartEarn,Hyderabad,Telangana
C005292,Premium,Gold,Ahmedabad,Gujarat
C005293,Premium,Travel Platinum,Mumbai,Maharashtra
C005295,Premium,Travel Platinum,Delhi,Delhi
C005296,Premium,Platinum,Ahmedabad,Gujarat
C005298,Affluent,SmartEarn,Bengaluru,Karnataka
C005303,Affluent,Gold,Delhi,Delhi
C005304,Upper Middle,Platinum,Mumbai,Maharashtra
C005306,Upper Middle,Platinum,Hyderabad,Telangana
C005308,Mass Affluent,Gold,Bengaluru,Karnataka
C005309,Affluent,Platinum,Ahmedabad,Gujarat
C005310,Affluent,Gold,Gurugram,Haryana
C005312,Mass Affluent,SmartEarn,Mumbai,Maharashtra
C005313,Affluent,SmartEarn,Bengaluru,Karnataka
C005314,Mass Affluent,SmartEarn,Delhi,Delhi
C005316,Affluent,Gold,Mumbai,Maharashtra
C005317,Upper Middle,Gold,Hyderabad,Telangana
C005318,Upper Middle,SmartEarn,Mumbai,Maharashtra
C005321,Upper Middle,Membership Rewards,Chennai,Tamil Nadu
C005324,Upper Middle,Corporate,Kolkata,West Bengal
C005325,Premium,Gold,Delhi,Delhi
C005327,Premium,Gold,Gurugram,Haryana
C005331,Affluent,Membership Rewards,Bengaluru,Karnataka
C005332,Premium,Gold,Hyderabad,Telangana
C005333,Affluent,Travel Platinum,Mumbai,Maharashtra
C005336,Premium,Membership Rewards,Hyderabad,Telangana
C005337,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C005338,Upper Middle,Gold,Chennai,Tamil Nadu
C005340,Affluent,Gold,Bengaluru,Karnataka
C005341,Mass Affluent,Gold,Jaipur,Rajasthan
C005344,Upper Middle,Gold,Chennai,Tamil Nadu
C005345,Premium,Travel Platinum,Delhi,Delhi
C005346,Premium,Travel Platinum,Ahmedabad,Gujarat
C005348,Premium,Gold,Bengaluru,Karnataka
C005350,Affluent,Gold,Chennai,Tamil Nadu
C005351,Affluent,Membership Rewards,Delhi,Delhi
C005353,Premium,Gold,Mumbai,Maharashtra
C005354,Affluent,Gold,Hyderabad,Telangana
C005356,Upper Middle,SmartEarn,Mumbai,Maharashtra
C005357,Premium,Travel Platinum,Mumbai,Maharashtra
C005358,Premium,Gold,Mumbai,Maharashtra
C005359,Affluent,SmartEarn,Delhi,Delhi
C005360,Premium,Gold,Mumbai,Maharashtra
C005362,Upper Middle,Membership Rewards,Gurugram,Haryana
C005363,Premium,Travel Platinum,Hyderabad,Telangana
C005364,Affluent,Gold,Bengaluru,Karnataka
C005367,Affluent,Gold,Mumbai,Maharashtra
C005368,Upper Middle,Platinum,Mumbai,Maharashtra
C005371,Affluent,Gold,Gurugram,Haryana
C005373,Premium,Travel Platinum,Mumbai,Maharashtra
C005374,Mass Affluent,Gold,Mumbai,Maharashtra
C005375,Upper Middle,Platinum,Gurugram,Haryana
C005384,Upper Middle,Travel Platinum,Hyderabad,Telangana
C005389,Upper Middle,Membership Rewards,Delhi,Delhi
C005390,Upper Middle,Corporate,Hyderabad,Telangana
C005393,Affluent,Gold,Delhi,Delhi
C005394,Premium,Gold,Gurugram,Haryana
C005397,Affluent,Gold,Jaipur,Rajasthan
C005398,Mass Affluent,Travel Platinum,Gurugram,Haryana
C005400,Affluent,Gold,Mumbai,Maharashtra
C005401,Upper Middle,Platinum,Bengaluru,Karnataka
C005403,Premium,Gold,Mumbai,Maharashtra
C005405,Affluent,Membership Rewards,Bengaluru,Karnataka
C005406,Upper Middle,Corporate,Bengaluru,Karnataka
C005408,Affluent,SmartEarn,Delhi,Delhi
C005410,Premium,Gold,Chennai,Tamil Nadu
C005412,Affluent,Gold,Hyderabad,Telangana
C005414,Affluent,Corporate,Delhi,Delhi
C005416,Premium,Gold,Hyderabad,Telangana
C005417,Premium,Membership Rewards,Hyderabad,Telangana
C005420,Premium,Corporate,Delhi,Delhi
C005421,Affluent,Gold,Delhi,Delhi
C005424,Upper Middle,Gold,Bengaluru,Karnataka
C005425,Upper Middle,Membership Rewards,Pune,Maharashtra
C005426,Affluent,Membership Rewards,Bengaluru,Karnataka
C005427,Affluent,Travel Platinum,Delhi,Delhi
C005428,Affluent,Membership Rewards,Bengaluru,Karnataka
C005430,Affluent,Gold,Bengaluru,Karnataka
C005432,Mass Affluent,Travel Platinum,Gurugram,Haryana
C005435,Premium,Travel Platinum,Hyderabad,Telangana
C005438,Premium,Gold,Delhi,Delhi
C005442,Premium,Gold,Gurugram,Haryana
C005443,Premium,Membership Rewards,Bengaluru,Karnataka
C005445,Premium,Platinum,Pune,Maharashtra
C005446,Premium,Gold,Delhi,Delhi
C005447,Premium,Corporate,Hyderabad,Telangana
C005449,Premium,Gold,Mumbai,Maharashtra
C005450,Affluent,Travel Platinum,Mumbai,Maharashtra
C005452,Premium,Gold,Mumbai,Maharashtra
C005456,Premium,Membership Rewards,Mumbai,Maharashtra
C005458,Upper Middle,Membership Rewards,Bengaluru,Karnataka
C005459,Premium,Platinum,Chennai,Tamil Nadu
C005461,Upper Middle,Gold,Bengaluru,Karnataka
C005464,Upper Middle,Platinum,Bengaluru,Karnataka
C005465,Affluent,SmartEarn,Delhi,Delhi
C005467,Premium,Membership Rewards,Mumbai,Maharashtra
C005471,Affluent,Travel Platinum,Mumbai,Maharashtra
C005472,Affluent,Membership Rewards,Ahmedabad,Gujarat
C005474,Affluent,Corporate,Chennai,Tamil Nadu
C005476,Affluent,Platinum,Mumbai,Maharashtra
C005478,Affluent,Platinum,Chennai,Tamil Nadu
C005479,Upper Middle,Platinum,Delhi,Delhi
C005481,Affluent,Gold,Chennai,Tamil Nadu
C005482,Upper Middle,Travel Platinum,Mumbai,Maharashtra
C005483,Affluent,Platinum,Delhi,Delhi
C005484,Upper Middle,Gold,Mumbai,Maharashtra
C005486,Affluent,Travel Platinum,Delhi,Delhi
C005487,Affluent,SmartEarn,Mumbai,Maharashtra
C005488,Upper Middle,Gold,Ahmedabad,Gujarat
C005489,Affluent,Gold,Mumbai,Maharashtra
C005490,Affluent,Platinum,Mumbai,Maharashtra
C005491,Affluent,Travel Platinum,Mumbai,Maharashtra
C005494,Affluent,Membership Rewards,Mumbai,Maharashtra
C005497,Premium,SmartEarn,Pune,Maharashtra
C005498,Premium,Membership Rewards,Chennai,Tamil Nadu
C005500,Premium,SmartEarn,Pune,Maharashtra
C005502,Affluent,Travel Platinum,Chennai,Tamil Nadu
C005503,Upper Middle,Platinum,Delhi,Delhi
C005504,Upper Middle,Travel Platinum,Hyderabad,Telangana
C005507,Mass Affluent,Gold,Gurugram,Haryana
C005509,Affluent,Membership Rewards,Bengaluru,Karnataka
C005510,Premium,Platinum,Bengaluru,Karnataka
C005511,Affluent,Membership Rewards,Jaipur,Rajasthan
C005514,Affluent,SmartEarn,Gurugram,Haryana
C005518,Affluent,Gold,Bengaluru,Karnataka
C005519,Upper Middle,Corporate,Chennai,Tamil Nadu
C005521,Affluent,SmartEarn,Bengaluru,Karnataka
C005524,Upper Middle,Gold,Chennai,Tamil Nadu
C005525,Mass Affluent,Membership Rewards,Bengaluru,Karnataka
C005528,Affluent,Travel Platinum,Bengaluru,Karnataka
