TransactionID,TransactionDate,FY,Quarter,Month,FiscalMonthOrder,CalendarYear,MonthNo,CustomerID,CardNetwork,CardVariant,CustomerSegment,City,State,MerchantCategory,MerchantName,Channel,TransactionAmount_INR
T00114056,2025-12-16,FY25-26,Q3,Dec-25,9,2025,12,C004102,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Dining,Starbucks,POS,1696.0
T00655032,2025-08-12,FY25-26,Q2,Aug-25,5,2025,8,C023556,AmEx,SmartEarn,Premium,Kolkata,West Bengal,Electronics,Reliance Digital,POS,3062.0
T00616134,2025-04-08,FY25-26,Q1,Apr-25,1,2025,4,C022160,AmEx,Membership Rewards,Affluent,Jaipur,Rajasthan,E-commerce,Ajio,Online,5749.0
T00630171,2026-01-10,FY25-26,Q4,Jan-26,10,2026,1,C022665,AmEx,Platinum,Premium,Mumbai,Maharashtra,Electronics,Vijay Sales,POS,7402.0
T00678017,2026-01-01,FY25-26,Q4,Jan-26,10,2026,1,C024382,AmEx,SmartEarn,Mass Affluent,Mumbai,Maharashtra,Healthcare,Apollo Hospitals,POS,706.0
T00692962,2025-06-12,FY25-26,Q1,Jun-25,3,2025,6,C024923,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,Grocery,Blinkit,Online,888.0
T00114057,2026-01-25,FY25-26,Q4,Jan-26,10,2026,1,C004102,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Electronics,Apple India,Online,11803.0
T00399928,2026-03-03,FY25-26,Q4,Mar-26,12,2026,3,C014375,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Grocery,Reliance Fresh,POS,752.0
T00776533,2026-01-03,FY25-26,Q4,Jan-26,10,2026,1,C027908,AmEx,Gold,Affluent,Chennai,Tamil Nadu,E-commerce,Myntra,Online,4298.0
T00551989,2025-07-09,FY25-26,Q2,Jul-25,4,2025,7,C019855,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Healthcare,Fortis,Online,821.0
T00102169,2025-06-27,FY25-26,Q1,Jun-25,3,2025,6,C003675,AmEx,Platinum,Premium,Delhi,Delhi,Hotels,Taj Hotels,Online,8400.0
T00329601,2026-01-18,FY25-26,Q4,Jan-26,10,2026,1,C011854,AmEx,Platinum,Premium,Jaipur,Rajasthan,Entertainment,Netflix,Online,2160.0
T00608084,2026-02-20,FY25-26,Q4,Feb-26,11,2026,2,C021865,AmEx,Membership Rewards,Affluent,Delhi,Delhi,Grocery,Blinkit,Online,364.0
T00112920,2025-11-11,FY25-26,Q3,Nov-25,8,2025,11,C004062,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Grocery,Blinkit,POS,4068.0
T00007751,2025-08-22,FY25-26,Q2,Aug-25,5,2025,8,C000286,AmEx,Platinum,Affluent,Hyderabad,Telangana,Luxury Retail,Tata CLiQ Luxury,POS,6311.0
T00435869,2025-05-13,FY25-26,Q1,May-25,2,2025,5,C015677,AmEx,Corporate,Premium,Chennai,Tamil Nadu,Grocery,Blinkit,POS,1424.0
T00661051,2025-12-24,FY25-26,Q3,Dec-25,9,2025,12,C023769,AmEx,Membership Rewards,Mass Affluent,Bengaluru,Karnataka,E-commerce,Amazon India,Online,1310.0
T00742526,2025-10-29,FY25-26,Q3,Oct-25,7,2025,10,C026693,AmEx,Gold,Premium,Delhi,Delhi,Hotels,ITC Hotels,Online,6924.0
T00330840,2025-08-17,FY25-26,Q2,Aug-25,5,2025,8,C011899,AmEx,SmartEarn,Mass Affluent,Delhi,Delhi,Luxury Retail,Shoppers Stop,POS,1798.0
T00430998,2025-06-19,FY25-26,Q1,Jun-25,3,2025,6,C015497,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,Fuel,HPCL,POS,968.0
T00508531,2025-04-16,FY25-26,Q1,Apr-25,1,2025,4,C018288,AmEx,Gold,Premium,Mumbai,Maharashtra,Dining,Starbucks,POS,2620.0
T00204626,2025-05-29,FY25-26,Q1,May-25,2,2025,5,C007376,AmEx,Platinum,Affluent,Bengaluru,Karnataka,Entertainment,Spotify,Online,560.0
T00225140,2025-12-09,FY25-26,Q3,Dec-25,9,2025,12,C008127,AmEx,Platinum,Affluent,Kolkata,West Bengal,Electronics,Apple India,POS,7430.0
T00805727,2025-11-06,FY25-26,Q3,Nov-25,8,2025,11,C028970,AmEx,Gold,Upper Middle,Bengaluru,Karnataka,E-commerce,Ajio,Online,3233.0
T00851349,2026-01-02,FY25-26,Q4,Jan-26,10,2026,1,C030613,AmEx,SmartEarn,Affluent,Bengaluru,Karnataka,Dining,Swiggy Dineout,POS,628.0
T00793472,2025-06-09,FY25-26,Q1,Jun-25,3,2025,6,C028524,AmEx,Gold,Upper Middle,Chennai,Tamil Nadu,E-commerce,Nykaa,Online,832.0
T00805879,2025-12-20,FY25-26,Q3,Dec-25,9,2025,12,C028975,AmEx,Gold,Affluent,Ahmedabad,Gujarat,Luxury Retail,Shoppers Stop,POS,14291.0
T00286002,2025-08-31,FY25-26,Q2,Aug-25,5,2025,8,C010304,AmEx,Travel Platinum,Premium,Chennai,Tamil Nadu,Travel,IRCTC,Online,4486.0
T00582467,2025-05-26,FY25-26,Q1,May-25,2,2025,5,C020945,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,E-commerce,Myntra,Online,4892.0
T00849617,2025-04-10,FY25-26,Q1,Apr-25,1,2025,4,C030551,AmEx,Gold,Premium,Delhi,Delhi,E-commerce,Myntra,Online,8716.0
T00526083,2025-08-12,FY25-26,Q2,Aug-25,5,2025,8,C018924,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,Dining,Mainland China,Online,676.0
T00703880,2025-05-29,FY25-26,Q1,May-25,2,2025,5,C025320,AmEx,Travel Platinum,Upper Middle,Pune,Maharashtra,E-commerce,Amazon India,Online,5274.0
T00580922,2025-05-26,FY25-26,Q1,May-25,2,2025,5,C020888,AmEx,Gold,Upper Middle,Mumbai,Maharashtra,Dining,Zomato Dining,POS,1408.0
T00114738,2025-11-15,FY25-26,Q3,Nov-25,8,2025,11,C004126,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,E-commerce,Flipkart,Online,2552.0
T00633949,2025-06-24,FY25-26,Q1,Jun-25,3,2025,6,C022797,AmEx,Travel Platinum,Upper Middle,Mumbai,Maharashtra,Grocery,Nature's Basket,POS,632.0
T00522912,2025-12-19,FY25-26,Q3,Dec-25,9,2025,12,C018808,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,Travel,Yatra,POS,4883.0
T00069042,2025-11-07,FY25-26,Q3,Nov-25,8,2025,11,C002488,AmEx,Platinum,Premium,Bengaluru,Karnataka,E-commerce,Nykaa,Online,5267.0
T00055713,2025-10-17,FY25-26,Q3,Oct-25,7,2025,10,C002006,AmEx,SmartEarn,Affluent,Bengaluru,Karnataka,E-commerce,Myntra,Online,4475.0
T00085368,2025-05-05,FY25-26,Q1,May-25,2,2025,5,C003073,AmEx,Membership Rewards,Premium,Hyderabad,Telangana,E-commerce,Amazon India,Online,1094.0
T00054023,2025-12-21,FY25-26,Q3,Dec-25,9,2025,12,C001944,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Luxury Retail,Tata CLiQ Luxury,POS,9895.0
T00130073,2025-05-02,FY25-26,Q1,May-25,2,2025,5,C004686,AmEx,SmartEarn,Upper Middle,Gurugram,Haryana,Dining,Zomato Dining,POS,1608.0
T00237647,2025-08-29,FY25-26,Q2,Aug-25,5,2025,8,C008578,AmEx,SmartEarn,Affluent,Ahmedabad,Gujarat,E-commerce,Flipkart,Online,835.0
T00434857,2026-03-03,FY25-26,Q4,Mar-26,12,2026,3,C015639,AmEx,Gold,Affluent,Bengaluru,Karnataka,Travel,IndiGo,Online,7053.0
T00192346,2025-12-19,FY25-26,Q3,Dec-25,9,2025,12,C006940,AmEx,Travel Platinum,Premium,Mumbai,Maharashtra,Healthcare,Fortis,POS,2158.0
T00679186,2026-01-15,FY25-26,Q4,Jan-26,10,2026,1,C024425,AmEx,Membership Rewards,Upper Middle,Mumbai,Maharashtra,Luxury Retail,Sephora,POS,4995.0
T00711077,2025-10-20,FY25-26,Q3,Oct-25,7,2025,10,C025580,AmEx,Membership Rewards,Upper Middle,Kolkata,West Bengal,Grocery,Blinkit,POS,864.0
T00206415,2025-09-01,FY25-26,Q2,Sep-25,6,2025,9,C007442,AmEx,Gold,Premium,Mumbai,Maharashtra,Luxury Retail,Lifestyle,Online,8081.0
T00118924,2025-06-10,FY25-26,Q1,Jun-25,3,2025,6,C004281,AmEx,SmartEarn,Premium,Chennai,Tamil Nadu,Travel,Air India,POS,5888.0
T00112927,2026-01-31,FY25-26,Q4,Jan-26,10,2026,1,C004062,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Dining,Mainland China,POS,5880.0
T00503488,2025-10-26,FY25-26,Q3,Oct-25,7,2025,10,C018107,AmEx,SmartEarn,Affluent,Hyderabad,Telangana,Travel,Akbar Travels,Online,6214.0
T00057423,2026-01-06,FY25-26,Q4,Jan-26,10,2026,1,C002068,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Luxury Retail,Lifestyle,POS,4077.0
T00264978,2025-05-05,FY25-26,Q1,May-25,2,2025,5,C009549,AmEx,Gold,Premium,Delhi,Delhi,Dining,Zomato Dining,POS,2168.0
T00455674,2025-07-11,FY25-26,Q2,Jul-25,4,2025,7,C016400,AmEx,SmartEarn,Upper Middle,Mumbai,Maharashtra,Travel,IndiGo,POS,5914.0
T00444638,2026-02-21,FY25-26,Q4,Feb-26,11,2026,2,C015997,AmEx,Gold,Affluent,Kolkata,West Bengal,E-commerce,Flipkart,Online,1516.0
T00719971,2025-09-18,FY25-26,Q2,Sep-25,6,2025,9,C025893,AmEx,Corporate,Affluent,Bengaluru,Karnataka,Travel,MakeMyTrip,Online,13171.0
T00651609,2025-04-13,FY25-26,Q1,Apr-25,1,2025,4,C023435,AmEx,Membership Rewards,Upper Middle,Kolkata,West Bengal,Travel,Air India,Online,1472.0
T00325828,2025-10-19,FY25-26,Q3,Oct-25,7,2025,10,C011720,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Electronics,Vijay Sales,Online,2957.0
T00653127,2025-09-05,FY25-26,Q2,Sep-25,6,2025,9,C023487,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Luxury Retail,Shoppers Stop,POS,18357.0
T00146895,2025-11-23,FY25-26,Q3,Nov-25,8,2025,11,C005296,AmEx,Platinum,Premium,Ahmedabad,Gujarat,Travel,Air India,POS,11034.0
T00704962,2025-07-20,FY25-26,Q2,Jul-25,4,2025,7,C025357,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,Travel,Akbar Travels,POS,4550.0
T00452541,2025-10-15,FY25-26,Q3,Oct-25,7,2025,10,C016286,AmEx,Platinum,Upper Middle,Chennai,Tamil Nadu,Travel,IndiGo,Online,5043.0
T00805881,2026-02-13,FY25-26,Q4,Feb-26,11,2026,2,C028975,AmEx,Gold,Affluent,Ahmedabad,Gujarat,Hotels,Taj Hotels,Online,15636.0
T00264369,2025-11-08,FY25-26,Q3,Nov-25,8,2025,11,C009527,AmEx,Membership Rewards,Premium,Chennai,Tamil Nadu,Dining,Swiggy Dineout,POS,3108.0
T00856429,2026-02-06,FY25-26,Q4,Feb-26,11,2026,2,C030800,AmEx,Corporate,Premium,Delhi,Delhi,Travel,Akbar Travels,Online,5299.0
T00808433,2025-05-13,FY25-26,Q1,May-25,2,2025,5,C029071,AmEx,Platinum,Premium,Jaipur,Rajasthan,Electronics,Croma,Online,5390.0
T00444866,2025-05-31,FY25-26,Q1,May-25,2,2025,5,C016006,AmEx,Membership Rewards,Premium,Mumbai,Maharashtra,Dining,Mainland China,POS,640.0
T00528463,2025-09-11,FY25-26,Q2,Sep-25,6,2025,9,C019010,AmEx,Membership Rewards,Premium,Pune,Maharashtra,Healthcare,Apollo Hospitals,POS,989.0
T00100728,2025-05-25,FY25-26,Q1,May-25,2,2025,5,C003623,AmEx,Platinum,Affluent,Mumbai,Maharashtra,E-commerce,Nykaa,Online,3258.0
T00874504,2025-10-30,FY25-26,Q3,Oct-25,7,2025,10,C031444,AmEx,Gold,Premium,Mumbai,Maharashtra,Entertainment,BookMyShow,Online,2784.0
T00186561,2026-03-25,FY25-26,Q4,Mar-26,12,2026,3,C006729,AmEx,Platinum,Affluent,Pune,Maharashtra,Entertainment,PVR INOX,Online,272.0
T00567699,2025-10-19,FY25-26,Q3,Oct-25,7,2025,10,C020405,AmEx,Gold,Premium,Mumbai,Maharashtra,Grocery,Nature's Basket,POS,968.0
T00760860,2025-12-27,FY25-26,Q3,Dec-25,9,2025,12,C027347,AmEx,SmartEarn,Premium,Delhi,Delhi,E-commerce,Ajio,Online,5400.0
T00409669,2025-05-02,FY25-26,Q1,May-25,2,2025,5,C014724,AmEx,Travel Platinum,Premium,Hyderabad,Telangana,Travel,Air India,Online,6477.0
T00668931,2025-10-19,FY25-26,Q3,Oct-25,7,2025,10,C024051,AmEx,Travel Platinum,Affluent,Ahmedabad,Gujarat,Entertainment,Netflix,Online,4012.0
T00101645,2026-02-11,FY25-26,Q4,Feb-26,11,2026,2,C003655,AmEx,Gold,Affluent,Mumbai,Maharashtra,Travel,Yatra,POS,2586.0
T00241166,2026-02-23,FY25-26,Q4,Feb-26,11,2026,2,C008708,AmEx,Gold,Upper Middle,Pune,Maharashtra,Entertainment,Netflix,Online,736.0
T00512895,2025-07-17,FY25-26,Q2,Jul-25,4,2025,7,C018447,AmEx,Membership Rewards,Affluent,Gurugram,Haryana,Electronics,Apple India,Online,2827.0
T00780212,2025-11-03,FY25-26,Q3,Nov-25,8,2025,11,C028044,AmEx,Travel Platinum,Upper Middle,Hyderabad,Telangana,E-commerce,Myntra,Online,2416.0
T00669793,2026-01-24,FY25-26,Q4,Jan-26,10,2026,1,C024083,AmEx,Membership Rewards,Upper Middle,Pune,Maharashtra,E-commerce,Nykaa,Online,997.0
T00015473,2026-03-22,FY25-26,Q4,Mar-26,12,2026,3,C000563,AmEx,Corporate,Affluent,Mumbai,Maharashtra,Electronics,Vijay Sales,Online,9206.0
T00324254,2025-09-20,FY25-26,Q2,Sep-25,6,2025,9,C011662,AmEx,SmartEarn,Upper Middle,Delhi,Delhi,E-commerce,Myntra,Online,972.0
T00385960,2025-09-05,FY25-26,Q2,Sep-25,6,2025,9,C013876,AmEx,Membership Rewards,Upper Middle,Pune,Maharashtra,Education,Great Learning,Online,2170.0
T00838795,2025-04-26,FY25-26,Q1,Apr-25,1,2025,4,C030155,AmEx,Corporate,Affluent,Delhi,Delhi,Dining,Barbeque Nation,POS,1452.0
T00410371,2025-05-29,FY25-26,Q1,May-25,2,2025,5,C014751,AmEx,SmartEarn,Affluent,Delhi,Delhi,Grocery,Reliance Fresh,POS,2432.0
T00319212,2025-08-19,FY25-26,Q2,Aug-25,5,2025,8,C011483,AmEx,Platinum,Premium,Delhi,Delhi,Healthcare,Apollo Pharmacy,POS,1044.0
T00635951,2025-08-15,FY25-26,Q2,Aug-25,5,2025,8,C022870,AmEx,Platinum,Premium,Bengaluru,Karnataka,Hotels,OYO Premium,Online,8424.0
T00600309,2025-06-01,FY25-26,Q1,Jun-25,3,2025,6,C021585,AmEx,Gold,Premium,Bengaluru,Karnataka,Healthcare,Fortis,Online,821.0
T00161770,2026-03-28,FY25-26,Q4,Mar-26,12,2026,3,C005834,AmEx,Gold,Premium,Mumbai,Maharashtra,Healthcare,Apollo Hospitals,POS,3238.0
T00347466,2025-12-13,FY25-26,Q3,Dec-25,9,2025,12,C012502,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Dining,Mainland China,Online,3040.0
T00401645,2025-08-09,FY25-26,Q2,Aug-25,5,2025,8,C014438,AmEx,Gold,Mass Affluent,Mumbai,Maharashtra,Travel,Yatra,POS,7808.0
T00180136,2025-08-29,FY25-26,Q2,Aug-25,5,2025,8,C006496,AmEx,Travel Platinum,Premium,Kolkata,West Bengal,Hotels,Radisson,Online,7824.0
T00520437,2025-04-20,FY25-26,Q1,Apr-25,1,2025,4,C018719,AmEx,Membership Rewards,Affluent,Gurugram,Haryana,Travel,Yatra,Online,1875.0
T00882971,2025-04-27,FY25-26,Q1,Apr-25,1,2025,4,C031748,AmEx,SmartEarn,Premium,Bengaluru,Karnataka,Grocery,Blinkit,Online,564.0
T00538517,2025-11-12,FY25-26,Q3,Nov-25,8,2025,11,C019373,AmEx,Gold,Upper Middle,Mumbai,Maharashtra,Fuel,Shell,POS,1604.0
T00716789,2025-10-26,FY25-26,Q3,Oct-25,7,2025,10,C025782,AmEx,Membership Rewards,Premium,Chennai,Tamil Nadu,Travel,Akbar Travels,POS,6336.0
T00249018,2025-09-21,FY25-26,Q2,Sep-25,6,2025,9,C008981,AmEx,Platinum,Upper Middle,Mumbai,Maharashtra,Travel,Air India,POS,8723.0
T00059407,2025-08-14,FY25-26,Q2,Aug-25,5,2025,8,C002142,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Electronics,Reliance Digital,POS,2400.0
T00646282,2025-04-14,FY25-26,Q1,Apr-25,1,2025,4,C023247,AmEx,Platinum,Affluent,Pune,Maharashtra,Entertainment,BookMyShow,Online,1768.0
T00399143,2025-06-25,FY25-26,Q1,Jun-25,3,2025,6,C014346,AmEx,Platinum,Premium,Gurugram,Haryana,Hotels,ITC Hotels,POS,9564.0
T00473282,2026-01-11,FY25-26,Q4,Jan-26,10,2026,1,C017025,AmEx,SmartEarn,Affluent,Mumbai,Maharashtra,Hotels,Taj Hotels,Online,4818.0
T00125121,2026-01-11,FY25-26,Q4,Jan-26,10,2026,1,C004505,AmEx,Gold,Affluent,Bengaluru,Karnataka,E-commerce,Nykaa,Online,1858.0
T00763967,2025-06-24,FY25-26,Q1,Jun-25,3,2025,6,C027457,AmEx,Gold,Affluent,Mumbai,Maharashtra,Travel,Akbar Travels,POS,4013.0
T00475973,2025-11-25,FY25-26,Q3,Nov-25,8,2025,11,C017122,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,E-commerce,Ajio,Online,3596.0
T00560979,2025-05-23,FY25-26,Q1,May-25,2,2025,5,C020171,AmEx,Gold,Premium,Delhi,Delhi,Hotels,Marriott,Online,5712.0
T00559092,2026-01-10,FY25-26,Q4,Jan-26,10,2026,1,C020105,AmEx,SmartEarn,Affluent,Gurugram,Haryana,Dining,Barbeque Nation,POS,916.0
T00871000,2025-09-30,FY25-26,Q2,Sep-25,6,2025,9,C031320,AmEx,Corporate,Mass Affluent,Chennai,Tamil Nadu,Education,Great Learning,Online,6532.0
T00646751,2025-10-13,FY25-26,Q3,Oct-25,7,2025,10,C023263,AmEx,Platinum,Affluent,Bengaluru,Karnataka,E-commerce,Ajio,POS,9180.0
T00785259,2025-07-18,FY25-26,Q2,Jul-25,4,2025,7,C028227,AmEx,Gold,Mass Affluent,Chennai,Tamil Nadu,Entertainment,BookMyShow,Online,1532.0
T00853873,2026-01-18,FY25-26,Q4,Jan-26,10,2026,1,C030704,AmEx,Corporate,Upper Middle,Hyderabad,Telangana,Luxury Retail,Rolex Boutique,POS,6182.0
T00644480,2025-12-31,FY25-26,Q3,Dec-25,9,2025,12,C023181,AmEx,Membership Rewards,Upper Middle,Pune,Maharashtra,Travel,Yatra,POS,2189.0
T00663047,2026-02-09,FY25-26,Q4,Feb-26,11,2026,2,C023840,AmEx,Travel Platinum,Affluent,Hyderabad,Telangana,Dining,Barbeque Nation,POS,1176.0
T00365088,2025-09-02,FY25-26,Q2,Sep-25,6,2025,9,C013132,AmEx,Platinum,Affluent,Chennai,Tamil Nadu,E-commerce,Flipkart,Online,2430.0
T00486049,2025-12-16,FY25-26,Q3,Dec-25,9,2025,12,C017481,AmEx,Platinum,Affluent,Delhi,Delhi,Dining,Barbeque Nation,POS,1316.0
T00400523,2025-08-02,FY25-26,Q2,Aug-25,5,2025,8,C014396,AmEx,Platinum,Affluent,Mumbai,Maharashtra,Entertainment,PVR INOX,Online,2868.0
T00516208,2026-02-21,FY25-26,Q4,Feb-26,11,2026,2,C018564,AmEx,Gold,Mass Affluent,Bengaluru,Karnataka,Education,UpGrad,Online,2086.0
T00567737,2025-06-05,FY25-26,Q1,Jun-25,3,2025,6,C020407,AmEx,Membership Rewards,Affluent,Mumbai,Maharashtra,Electronics,Croma,POS,4579.0
T00267500,2026-03-04,FY25-26,Q4,Mar-26,12,2026,3,C009639,AmEx,Membership Rewards,Upper Middle,Delhi,Delhi,Healthcare,Apollo Hospitals,POS,1445.0
T00364541,2025-06-13,FY25-26,Q1,Jun-25,3,2025,6,C013115,AmEx,Gold,Premium,Jaipur,Rajasthan,Electronics,Reliance Digital,Online,3960.0
T00428844,2025-10-15,FY25-26,Q3,Oct-25,7,2025,10,C015420,AmEx,Gold,Premium,Bengaluru,Karnataka,Grocery,Blinkit,POS,2248.0
T00061678,2025-06-09,FY25-26,Q1,Jun-25,3,2025,6,C002222,AmEx,Membership Rewards,Upper Middle,Pune,Maharashtra,Grocery,BigBasket,POS,824.0
T00395160,2025-08-10,FY25-26,Q2,Aug-25,5,2025,8,C014202,AmEx,Platinum,Premium,Bengaluru,Karnataka,Luxury Retail,Shoppers Stop,POS,10231.0
T00548234,2026-02-11,FY25-26,Q4,Feb-26,11,2026,2,C019720,AmEx,SmartEarn,Premium,Mumbai,Maharashtra,Entertainment,PVR INOX,POS,1136.0
T00022210,2025-07-17,FY25-26,Q2,Jul-25,4,2025,7,C000800,AmEx,Gold,Premium,Mumbai,Maharashtra,Hotels,Marriott,Online,10242.0
T00465420,2026-02-22,FY25-26,Q4,Feb-26,11,2026,2,C016748,AmEx,Membership Rewards,Premium,Delhi,Delhi,Healthcare,Apollo Pharmacy,POS,1318.0
T00625410,2025-11-02,FY25-26,Q3,Nov-25,8,2025,11,C022492,AmEx,Platinum,Premium,Kolkata,West Bengal,Electronics,Croma,Online,6101.0
T00464017,2025-08-20,FY25-26,Q2,Aug-25,5,2025,8,C016700,AmEx,Gold,Premium,Chennai,Tamil Nadu,Travel,Akbar Travels,Online,3258.0
T00543200,2025-08-05,FY25-26,Q2,Aug-25,5,2025,8,C019539,AmEx,Corporate,Mass Affluent,Mumbai,Maharashtra,Education,Byju's,Online,2534.0
T00549872,2026-01-20,FY25-26,Q4,Jan-26,10,2026,1,C019779,AmEx,Platinum,Premium,Bengaluru,Karnataka,Dining,Mainland China,POS,5292.0
T00253782,2025-08-07,FY25-26,Q2,Aug-25,5,2025,8,C009146,AmEx,Corporate,Premium,Hyderabad,Telangana,Travel,IRCTC,POS,22886.0
T00682691,2025-08-11,FY25-26,Q2,Aug-25,5,2025,8,C024551,AmEx,Platinum,Premium,Ahmedabad,Gujarat,Education,Byju's,POS,7594.0
T00718828,2025-04-08,FY25-26,Q1,Apr-25,1,2025,4,C025856,AmEx,SmartEarn,Affluent,Delhi,Delhi,Dining,Starbucks,POS,1204.0
T00483355,2025-10-22,FY25-26,Q3,Oct-25,7,2025,10,C017384,AmEx,Corporate,Affluent,Delhi,Delhi,E-commerce,Amazon India,Online,1652.0
T00105180,2025-08-27,FY25-26,Q2,Aug-25,5,2025,8,C003784,AmEx,SmartEarn,Premium,Mumbai,Maharashtra,Grocery,Blinkit,POS,964.0
T00621055,2025-05-20,FY25-26,Q1,May-25,2,2025,5,C022338,AmEx,Gold,Affluent,Jaipur,Rajasthan,Electronics,Vijay Sales,POS,1522.0
T00843735,2026-03-08,FY25-26,Q4,Mar-26,12,2026,3,C030333,AmEx,Platinum,Mass Affluent,Mumbai,Maharashtra,E-commerce,Flipkart,Online,6379.0
T00215276,2026-01-24,FY25-26,Q4,Jan-26,10,2026,1,C007766,AmEx,Corporate,Affluent,Jaipur,Rajasthan,Hotels,Marriott,Online,22536.0
T00036373,2025-11-07,FY25-26,Q3,Nov-25,8,2025,11,C001316,AmEx,Platinum,Premium,Pune,Maharashtra,Travel,IndiGo,Online,12710.0
T00051455,2025-12-29,FY25-26,Q3,Dec-25,9,2025,12,C001853,AmEx,Gold,Upper Middle,Chennai,Tamil Nadu,Dining,Mainland China,Online,2868.0
T00307223,2026-01-16,FY25-26,Q4,Jan-26,10,2026,1,C011059,AmEx,Corporate,Affluent,Mumbai,Maharashtra,Grocery,Blinkit,POS,1392.0
T00420356,2025-11-03,FY25-26,Q3,Nov-25,8,2025,11,C015113,AmEx,Platinum,Upper Middle,Bengaluru,Karnataka,E-commerce,Myntra,Online,2380.0
T00164739,2025-09-26,FY25-26,Q2,Sep-25,6,2025,9,C005937,AmEx,Platinum,Premium,Bengaluru,Karnataka,Grocery,BigBasket,POS,1712.0
T00164587,2025-12-03,FY25-26,Q3,Dec-25,9,2025,12,C005931,AmEx,Gold,Affluent,Gurugram,Haryana,Travel,Air India,POS,13562.0
T00092989,2026-01-12,FY25-26,Q4,Jan-26,10,2026,1,C003348,AmEx,Membership Rewards,Upper Middle,Pune,Maharashtra,Travel,IndiGo,POS,3936.0
T00029639,2025-09-30,FY25-26,Q2,Sep-25,6,2025,9,C001068,AmEx,Travel Platinum,Premium,Kolkata,West Bengal,Travel,Akbar Travels,Online,8691.0
T00238741,2026-02-24,FY25-26,Q4,Feb-26,11,2026,2,C008617,AmEx,Gold,Premium,Hyderabad,Telangana,Entertainment,BookMyShow,Online,1276.0
T00826093,2025-06-08,FY25-26,Q1,Jun-25,3,2025,6,C029700,AmEx,SmartEarn,Affluent,Pune,Maharashtra,Dining,Barbeque Nation,POS,940.0
T00696776,2025-07-23,FY25-26,Q2,Jul-25,4,2025,7,C025066,AmEx,Membership Rewards,Upper Middle,Gurugram,Haryana,Dining,Mainland China,POS,1536.0
T00813804,2025-12-05,FY25-26,Q3,Dec-25,9,2025,12,C029262,AmEx,Platinum,Affluent,Pune,Maharashtra,Luxury Retail,Rolex Boutique,POS,5264.0
T00081563,2025-08-14,FY25-26,Q2,Aug-25,5,2025,8,C002936,AmEx,Membership Rewards,Premium,Chennai,Tamil Nadu,E-commerce,Ajio,Online,893.0
T00446638,2025-08-12,FY25-26,Q2,Aug-25,5,2025,8,C016070,AmEx,Membership Rewards,Affluent,Bengaluru,Karnataka,Entertainment,PVR INOX,POS,868.0
T00864635,2025-08-20,FY25-26,Q2,Aug-25,5,2025,8,C031092,AmEx,SmartEarn,Premium,Pune,Maharashtra,Entertainment,BookMyShow,POS,1008.0
T00521997,2025-04-15,FY25-26,Q1,Apr-25,1,2025,4,C018776,AmEx,Travel Platinum,Premium,Delhi,Delhi,Hotels,OYO Premium,POS,15690.0
T00255179,2025-05-08,FY25-26,Q1,May-25,2,2025,5,C009197,AmEx,SmartEarn,Affluent,Pune,Maharashtra,Travel,Yatra,POS,9389.0
T00542706,2026-01-06,FY25-26,Q4,Jan-26,10,2026,1,C019521,AmEx,Travel Platinum,Affluent,Bengaluru,Karnataka,Dining,Starbucks,POS,864.0
T00642869,2026-02-10,FY25-26,Q4,Feb-26,11,2026,2,C023122,AmEx,Corporate,Premium,Ahmedabad,Gujarat,Travel,MakeMyTrip,Online,40045.0
T00126337,2025-12-31,FY25-26,Q3,Dec-25,9,2025,12,C004550,AmEx,Gold,Affluent,Mumbai,Maharashtra,Electronics,Vijay Sales,POS,4488.0
T00555055,2026-01-19,FY25-26,Q4,Jan-26,10,2026,1,C019962,AmEx,Membership Rewards,Affluent,Hyderabad,Telangana,E-commerce,Myntra,Online,1832.0
T00482556,2025-11-20,FY25-26,Q3,Nov-25,8,2025,11,C017357,AmEx,Gold,Affluent,Bengaluru,Karnataka,Dining,Mainland China,POS,1832.0
T00277323,2026-02-09,FY25-26,Q4,Feb-26,11,2026,2,C009996,AmEx,Travel Platinum,Affluent,Mumbai,Maharashtra,Dining,Barbeque Nation,POS,1208.0
